# dataset_id: P089_EVT_CHILECOMPRA_2007_2026
# data_architect: Eduardo Vega Toledo (evega.ap@gmail.com)
# requested_by: Valentina Cariaga Cerda
# project: P089 - Catastro Cambio Climatico Chile
archivo_origen;tipo_registro;mecanismo_compra;codigo_proceso;link;nombre;descripcion;organismo_comprador;unidad_compra;rut_comprador;sector;region_comprador;fecha;monto_pesos;moneda;proveedor;rut_proveedor;eje_codigo;eje_nombre;subcategoria;termino_coincidente;texto_fragmento;nivel_institucional
2026-4.csv;orden_compra;Compra Ágil (< 30 UTM);1057374-212-AG26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057374-212-AG26;INSTALACION AIRES ACONDICIONADOS    Orden de Compra generada por invitación a compra ágil: 1057374-100-COT26;Orden de Compra codigo: 1057374-212-AG26 dirigida a SERVICIO DE EFICIENCIA ENERGETICA LIMITADASOLICITUD DE ADQUISICION:20260207 DEP:041;SERVICIO NACIONAL DE SALUD HOSPITAL DE LLAY LLAY;Bienes y Servicios;61.602.042-0;Salud;Región de Valparaíso;2026-04-09;714000;CLP;Servicio de eficiencia Energetica Ltda.;1248497;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;EFICIENCIA ENERGETICA;...1057374-212-AG26 dirigida a SERVICIO DE EFICIENCIA ENERGETICA LIMITADA   SOLICITUD DE ADQUISICION:202...;Sector Salud
2026-4.csv;orden_compra;Trato Directo (Excepcional);697-114-SE26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=697-114-SE26;Estudio de Modelación y Evaluación de Impacto Acústico para el Proyecto Piloto de Transición Energética ER H2V Base Escudero DESDE 697-5-L126;Productos se debe acompañar con Guía de Despacho y esperar el recibo conforme de INACH, vía correo electrónico, para emitir la Factura.Envío de documento electrónico a  inachrecepcion@custodium.comEnvío de archivo XML  inachrecepcion@custodium.comFactura será rechazada en sistema ACEPTA si la Orden de Compra relacionada no está en estado ACEPTADA en www.mercadopublico.clContacto: Jaime Paredes  jparedes@inach.cl, Fono: 612298100Adjuntar a la factura los datos para realizar Transferencia Electrónica.Encargado Pago At. Verónica Velastegui, 61-2298107, vvelastegui@inach.clRes. Exenta N°213 de fecha 09-04-2026, que adjudica licitación.;INSTITUTO ANTARTICO CHILENO;INSTITUTO ANTARTICO CHILENO;60.605.000-3;Gob. Central, Universidades;Región de Magallanes y de la Antártica;2026-04-10;1904000;CLP;ALEXIS MARCELO SUÁREZ PARRA;1399462;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Transición Energética;...cto Acústico para el Proyecto Piloto de Transición Energética ER H2V Base Escudero DESDE 697-5-L126 ...;Gobierno Central y Servicios Públicos
2026-4.csv;orden_compra;Compra Ágil (< 30 UTM);3267-46-AG26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3267-46-AG26;Adquisición de implementación consistente en un refrigerador para el Hogar de Pichasca, dos lavadoras de 21 kilos (una para cada internado) 3267-21-COT26;"Adquisición de implementación para los Internado de Hurado y Pichasca, con cargo a Presupuesto de Educación. ** Solicitud N°39 de fecha 01/04/2026Justificación selección de cotización menos económica: Los productos o servicios cotizados cumplen de mejor manera con los requisitos técnicos solicitados;*La lavadora Mademsa 21 Onix de carga superior y Eficiencia energética A.*Refrigerador No Frost 338 Litros, Eficiencia energética C.";I MUNICIPALIDAD DE RIO HURTADO;Departamento de Educación;69.041.000-1;Municipalidades;Región de Coquimbo;2026-04-10;1392300;CLP;INVERSIONES RAMIREZ BUSTOS SPA;2082871;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;Eficiencia energética;...ora Mademsa 21 Onix de carga superior y Eficiencia energética A.   *Refrigerador No Frost 338 Litros,...;Municipalidades (Gobiernos Locales)
2026-4.csv;orden_compra;Trato Directo (Excepcional);2385-221-SE26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2385-221-SE26;ADQUISICION DE FORRAJE PARA EMERGENCIA CLIMATICA;PLAZO DE ENTREGA: 10 DÍAS HÁBILES EN POBLADO DE TOCONCE, UBICADO A 95 KM DESDE LA CIUDAD DE CALAMA (CONTADOS 48 HORAS HÁBILES, POSTERIOR A LA FECHA DE EMISIÓN DE LA PRESENTE ORDEN DE COMPRA).COORDINAR ENTREGA CON LA UNIDAD SOLICITANTE Y BODEGA MUNICIPAL (CONTACTO: ARTURO BRUNA VILLANUEVA, MOVIL: 9-83376602 / MARINO ZARATE: MOVIL: 61713453.LAS FACTURAS ELECTRÓNICAS Y CEDIBLES, DEBEN SER ENVIADAS AL E-MAIL: facturasimc@municipalidadcalama.cl.SE SOLICITA EMITIR LA FACTURA DESPUÉS DE HABER SIDO RECEPCIONADO CONFORME EL FORRAJE (FARDOS DE HENO DE ALFALFA), MISMO REQUISITOSI LA FACTORIZA, DE LO CONTRARIO SERÁ RECLAMADA POR EL SII. LAS FACTURAS DEBEN TRAER EL NÚMERO DE LA ORDENDE COMPRA.HORARIO DE ENTREGA LUNES A JUEVES DE 09:00 A 13:00 HRS Y DE 14:00 A 16:30 HRS. VIERNES DE 09:00 A 13:00 HRS Y DE 14:00 A 15:30 HRS.MEMORÁNDUM N° 083/2026 DEL DEPTO. ANDINO.;I MUNICIPALIDAD DE CALAMA;ADQUISICIONES;69.020.200-K;Municipalidades;Región de Antofagasta;2026-04-10;16049530;CLP;Sociedad de Inversiones para el Desarrollo Ltda;1504575;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;EMERGENCIA CLIMATICA;...ADQUISICION DE FORRAJE PARA EMERGENCIA CLIMATICA PLAZO DE ENTREGA: 10 DÍAS HÁBILES EN PO...;Municipalidades (Gobiernos Locales)
2026-4.csv;orden_compra;Trato Directo (Excepcional);1109692-92-TD26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1109692-92-TD26;Orden de Compra generada por Trato Directo ID 1109692-18-FTD26;Servicio de transporte terrestre para 12 pasajeros, tramo Punta Arenas-Porvenir (vía Punta Delgada). Salida el 09.04.26 a las 09:00 hrs. El servicio debe garantizar la continuidad del traslado frente a la emergencia climática, incluyendo conductor profesional, seguros vigentes y gastos de cruce en barcaza.;CENTRO DE FORMACION TECNICA ESTATAL DE MAGALLANES Y ANTARTICA CHILENA;CENTRO DE FORMACION TECNICA ESTATAL DE MAGALLANES;62.000.760-9;Gob. Central, Universidades;Región de Magallanes y de la Antártica;2026-04-10;495000;CLP;JORGE ELIAZAR JARA MUÑOZ;232245;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;emergencia climática;...la continuidad del traslado frente a la emergencia climática, incluyendo conductor profesional, segu...;Universidades y Academia
2026-4.csv;orden_compra;Trato Directo (Excepcional);618-90-TD26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=618-90-TD26;Orden de Compra generada por Trato Directo ID 618-4-FTD26;Servicio de aseo, sanitización y reciclaje para las oficinas, dependencias e instalaciones de Corfo, del Comité InnovaChile, del Comité para el Fomento de la Economía Asociativa y el Cooperativismo, y de la Agencia de Sustentabilidad y Cambio Climático, ubicadas en la Región Metropolitana de Santiago. Orden de Compra Corfo.;CORPORACION DE FOMENTO DE LA PRODUCCION;Subgerencia de Administración;60.706.000-2;Gob. Central, Universidades;Región Metropolitana de Santiago;2026-04-13;270135162,22;CLP;PROMARCO CHILE SPA;1785150;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;Cambio Climático;...o, y de la Agencia de Sustentabilidad y Cambio Climático, ubicadas en la Región Metropolitana de...;Gobierno Central y Servicios Públicos
2026-4.csv;orden_compra;Compra Ágil (< 30 UTM);1658-972-AG26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1658-972-AG26;Orden de Compra generada por invitación a compra ágil: 1658-379-COT26;"Orden de Compra codigo: 1658-972-AG26 dirigida a PASTELERIA BERNARDA PARRA COLICHEO E.I.R.L. S230-26/MEDIO AMBIENTE ASEO Y ORNATO/MEDIO AMBIENTE/SERVICIO DE COFFEE BREAK PARA PRIMERA SESIÓN MESA COMUNAL DE CAMBIO CLIMÁTICO, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS CONTACTO PATRICIO FIGUEROA  F-452973459Sr. proveedor, para una mejor gestión en el pago de su factura usted deberá indicar en la glosa de su factura  el N3244""  de Orden de Compra Contable Municipal asociada, de lo contrario su factura será rechazada";I MUNICIPALIDAD DE TEMUCO;I MUNICIPALIDAD DE TEMUCO;69.190.700-7;Municipalidades;Región de la Araucanía;2026-04-14;188995,8;CLP;PASTELERIA BERNARDA PARRA COLICHEO E.I.R.L.;1778946;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;CAMBIO CLIMÁTICO;...EAK PARA PRIMERA SESIÓN MESA COMUNAL DE CAMBIO CLIMÁTICO, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNT...;Municipalidades (Gobiernos Locales)
2026-4.csv;orden_compra;Trato Directo (Excepcional);3273-63-SE26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3273-63-SE26;DESCARBONIZACIÓN Y REGENERACIÓN DPF LVTV-48 DEMIG;SIDE NRO. OOR-0207786-2026 DEMIGITEM 2206002;POLICIA DE INVESTIGACIONES DE CHILE;LOGISTICA IQUIQUE;60.506.000-5;FFAA;Región de Tarapacá;2026-04-15;422450;CLP;SERVICIOS DE LUBRICACION LIMITADA;1469003;P089_CAMBIO_CLIMATICO;Cambio Climático;Gases_Descarbonizacion;DESCARBONIZACIÓN;...DESCARBONIZACIÓN Y REGENERACIÓN DPF LVTV-48 DEMIG SIDE N...;Gobierno Central y Servicios Públicos
2026-4.csv;orden_compra;Convenio Marco (Catálogo);2785-242-CM26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2785-242-CM26;SDA 5769/ ALIMENTOS VARIOS PARA ACTIVIDADES DEL PROGRAMA SAN PEDRO SUSTENTABLE PLAN DE  ACCION CLIMATICA Y ECONOMIA CIRCULAR (2 ENTREGAS PARCIALIZADAS);"ALIMENTOS VARIOS PARA ACTIVIDADES DEL PROGRAMA SAN PEDRO SUSTENTABLE PLAN DE ACCION CLIMATICA Y ECONOMIA CIRCULAR.* COORDINAR ENTREGAS PARCIALIZADAS CON CLAUDIA YAÑEZ; 9 82462695.** CONTACTO PROVEEDOR: PAULA DONOSO; +56 9 7711 5030";I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ;I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ;69.264.800-5;Municipalidades;Región del Biobío;2026-04-16;799622;CLP;SUPERMARKETCHILE.CL SPA;1999533;P089_CAMBIO_CLIMATICO;Cambio Climático;Nucleo_Exacto;ACCION CLIMATICA;...PROGRAMA SAN PEDRO SUSTENTABLE PLAN DE  ACCION CLIMATICA Y ECONOMIA CIRCULAR (2 ENTREGAS PARCIAL...;Municipalidades (Gobiernos Locales)
2026-4.csv;orden_compra;Convenio Marco (Catálogo);2785-242-CM26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2785-242-CM26;SDA 5769/ ALIMENTOS VARIOS PARA ACTIVIDADES DEL PROGRAMA SAN PEDRO SUSTENTABLE PLAN DE  ACCION CLIMATICA Y ECONOMIA CIRCULAR (2 ENTREGAS PARCIALIZADAS);"ALIMENTOS VARIOS PARA ACTIVIDADES DEL PROGRAMA SAN PEDRO SUSTENTABLE PLAN DE ACCION CLIMATICA Y ECONOMIA CIRCULAR.* COORDINAR ENTREGAS PARCIALIZADAS CON CLAUDIA YAÑEZ; 9 82462695.** CONTACTO PROVEEDOR: PAULA DONOSO; +56 9 7711 5030";I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ;I MUNICIPALIDAD DE SAN PEDRO DE LA PAZ;69.264.800-5;Municipalidades;Región del Biobío;2026-04-16;799622;CLP;SUPERMARKETCHILE.CL SPA;1999533;P089_CAMBIO_CLIMATICO;Cambio Climático;Instrumentos_Ley21455;PLAN DE  ACCION CLIMATICA;...ADES DEL PROGRAMA SAN PEDRO SUSTENTABLE PLAN DE  ACCION CLIMATICA Y ECONOMIA CIRCULAR (2 ENTREGAS PARCIAL...;Municipalidades (Gobiernos Locales)
2026-4.csv;orden_compra;Trato Directo (Excepcional);5338-207-SE26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=5338-207-SE26;"SOLICITUD N°156736 SERVICIO DE CAFE, EN 21 OCASIONES, PARA EL DESARROLLO DEL PROGRAMA DE FORMACION DEL PROYECTO CORFO VIRALIZA ""CADENA DE VALOR DEL HIDROGENO VERDE Y DERIVADOS EN EL AMBIENTE SEGURO Y SOSTENIBLE PARA EL EMPRENDIMIENTO REGIONAL"".";"SERVICIO DE CAFE, EN 21 OCASIONES, PARA EL DESARROLLO DEL PROGRAMA DE FORMACION DEL PROYECTO CORFO VIRALIZA ""CADENA DE VALOR DEL HIDROGENO VERDE Y DERIVADOS EN EL AMBIENTE SEGURO Y SOSTENIBLE PARA EL EMPRENDIMIENTO REGIONAL"". CONTRATO DE SUMINISTRO.SOLICITUD DE DISPONIBILIDAD PRESUPUESTARIA N°156736RESOL.: 1092/CH/2024 ID 5338-42-LP24CONTACTO: Maria Gallardo / maria.gallardo@umag.clFECHA EJECUCION: Desde 23 de abril hasta el 10 de julio de 2026.";UNIVERSIDAD DE MAGALLANES;UNIVERSIDAD DE MAGALLANES;71.133.700-8;Gob. Central, Universidades;Región de Magallanes y de la Antártica;2026-04-16;2468759,90088;CLP;SABROSITOS Y CALENTITOS SPA;1825496;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;HIDROGENO VERDE;"...CTO CORFO VIRALIZA ""CADENA DE VALOR DEL HIDROGENO VERDE Y DERIVADOS EN EL AMBIENTE SEGURO Y SOS...";Universidades y Academia
2026-4.csv;orden_compra;Trato Directo (Excepcional);5338-209-SE26;http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=5338-209-SE26;"SERVICIO N°156736 SERVICIO DE COCTEL PARA EL LANZAMIENTO DEL PROGRAMA DE FORMACION DEL PROYECTO CORFO VIRALIZA ""CADENA DE VALOR DEL HIDROGENO VERDE Y DERIVADOS EN AMBIENTE SEGURO Y SOSTENIBLE PARA EL EMPRENDIMIENTO REGIONAL"".";"SERVICIO DE COCTEL PARA EL LANZAMIENTO DEL PROGRAMA DE FORMACION DEL PROYECTO CORFO VIRALIZA ""CADENA DE VALOR DEL HIDROGENO VERDE Y DERIVADOS EN AMBIENTE SEGURO Y SOSTENIBLE PARA EL EMPRENDIMIENTO REGIONAL"". CONTRAT DE SUMINISTRO.SOLICITUD DE DISPONIBILIDAD PRESUPUESTARIA N°156735RESOL.: 1092/CH/2024 ID 5338-42-LP24CONTACTO: Maria Gallardo / maria.gallardo@umag.clFECHA EJECUCION: Desde 22 de abril de 2026.LUGAR: Auditorio Ernesto Livacic de la Universidad de Magallanes";UNIVERSIDAD DE MAGALLANES;UNIVERSIDAD DE MAGALLANES;71.133.700-8;Gob. Central, Universidades;Región de Magallanes y de la Antártica;2026-04-16;389159,988;CLP;JAIME GONZALO URIBE HERMOSILLA;1362187;P089_CAMBIO_CLIMATICO;Cambio Climático;Transicion_SBN;HIDROGENO VERDE;"...CTO CORFO VIRALIZA ""CADENA DE VALOR DEL HIDROGENO VERDE Y DERIVADOS EN AMBIENTE SEGURO Y SOSTEN...";Universidades y Academia
